name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
锦带花	五色海棠、山脂麻、锦带	灌木花卉	植物界 被子植物门 双子叶植物纲 川续断目 忍冬科 锦带花属	春季夏季	锦带花为灌木，高3米，宽3米，枝条开展，树型较圆筒状，有些树枝会弯曲到地面，小枝细弱，幼时具2列柔毛。叶椭圆形或卵状椭圆形，长5-10cm，端锐尖，基部圆形至楔形，缘有锯齿，表面脉上有毛，背面尤密。花冠漏斗状钟形，玫瑰红色，裂片5。蒴果柱形；种子无翅。花期4-6月。锦带花枝叶茂密，花色艳丽，花期可长达连个多月，在园林应用上是华北地区主要的早春花灌木。适宜庭院墙隅、湖畔群植；也可在树丛林缘作花篱、丛植配植；点缀于假山、坡地。原产中国长江流域及其以北的广大地区，日本、朝鲜等地也有。锦带花的叶子呈椭圆形或者卵状椭圆形，花型十分的美丽，具有很高的观赏价值，经常被种植在花园、公园、后院等地，具有美化环境的作用。其在市面上也具有很高的价值，受到了众多花卉爱好者的喜爱，也常常作为艺术家们笔下的宠儿，从而出现在各类文学作品中。	锦带花原产中国长江流域及其以北的广大地区，日本、朝鲜等地也有。锦带花分布于中国黑龙江、吉林、辽宁、内蒙古、山西、陕西、河南、山东北部、江苏北部等地。生于海拔100-1450米的杂木林下或山顶灌木丛中。苏联、朝鲜和日本也有分布。	5b7ac7cd4c4af_140_120.jpg
雾冰藜	肯诺藜、星状刺果藜、雾冰草、巴锡藜、毛脊梁、乌斯特-哈姆哈格、布敦-哈姆哈格、马楠-哈坶哈格、五星蒿	草本花卉	植物界 被子植物门 双子叶植物纲 中央种子目 藜科 雾冰藜属	夏季	雾冰藜（学名：Bassia dasyphylla ），藜科雾冰藜属植物，产黑龙江、吉林、辽宁、山东、河北、山西、陕西、甘肃、内蒙古、青海、新疆和西藏。	雾冰藜分布在蒙古、俄罗斯以及中国大陆的甘肃、内蒙古、黑龙江、西藏、新疆、山东、辽宁、青海、陕西、山西、吉林等地；雾冰藜生长于海拔100米至4,350米的地区。	55bba2c991296_140_120.jpg
葛巾紫		灌木花卉	植物界 被子植物门 双子叶植物纲 毛茛目 毛茛科 芍药属	春季	葛巾紫（学名：Paeonia suffruticosa ‘Gejin Zi’）：落叶灌木。茎高，分枝短。叶通常为二回三出复叶，顶生小叶宽卵形，表面绿色，无毛，背面淡绿色，有时具白粉，沿叶脉疏生短柔毛或近无毛。花单生枝顶，苞片5，长椭圆形，大小不等；萼片5，绿色，宽卵形，大小不等；花瓣为重瓣，颜色紫色，绣球型，顶端呈不规则的波状；花丝上部白色，花药长圆形，花盘革质，杯状，紫红色；心皮5，密生柔毛。蓇葖长圆形，密生黄褐色硬毛。花期5月；果期6月。葛巾紫是牡丹传统名贵品种之一，栽培供观赏。	葛巾紫在中国各地均有栽培。	569bb1dbb4564_140_120.jpg
佛头玉	科萝藦	多肉多浆植物	植物界 被子植物门 双子叶植物纲  萝藦科 佛头玉属	夏季	佛头玉原为萝摩科亚罗汉属，现划出独立成佛头玉属。佛头玉原产非洲南部，植株无叶，具肉质茎，肉质茎幼时球状，以后逐渐呈圆柱形，质地柔嫩，表皮灰绿色，有密集的三角形或半球形、圆锥形疣突，形似佛像头部的螺形发旋，“佛头玉”之名也因此而得。花生于植株上部的疣突中间，花冠呈平展的浅碟状，五裂，淡黄色至黄绿色，上有深紫色斑点，花期6～8月，尤以6月为盛。佛头玉植株无叶，具肉质茎，肉质茎幼时球状，以后逐渐呈圆柱形，质地柔嫩，表皮灰绿色，有密集的三角形或半球形、圆锥形疣突，形似佛像头部的螺形发旋，“佛头玉”之名也因此而得名。柱状，幼年为球形，肉质柔嫩，球体分布密集疣突，花朵位于疣突中间，浅碟状，五裂，6、7、8月开花，很美丽。佛头玉栽培困难，夏季休眠，冬季1-2月亦有休眠状态，喜通风，阳光充足的生长环境。	佛头玉原产非洲南部，现广泛分布，主要见于盆栽栽培。	53fe95290a071_140_120.jpg
露娜莲	露娜	多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 拟石莲花属	冬季春季	露娜莲是景天科，拟石莲花属，多肉植物，多年生，草本植物。由丽娜莲和静夜杂交而来。灰绿色的叶片排列紧密，轮廓精致优雅，在阳光充足的环境下呈现出淡淡的粉色调，颇似玉制的小玫瑰。是拟石莲花属中的代表品种之一。		587e94b45892e_140_120.jpg
红稚儿		多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 青锁龙属	冬季	为景天科青锁龙属多肉植物，颜色反差巨大，平时为绿色，日照充足的春秋季节，变为火红色。	原产墨西哥，现世界多地可栽培。	53fc80b58d40c_140_120.png
紫背草	一点红、叶下红、牛石菜	一年生草本花卉	植物界 被子植物门 双子叶植物纲 桔梗目 菊科 一点红属	春季	紫背草，草本，高20-70cm。须根多数，根状茎斜升，有粗纤维状根。茎单生，或2-3簇生，直立，圆柱形，少分枝。基生叶多数，丛生，平铺地面，叶柄长约2cm；叶片匙状倒卵形至倒卵状披针形，长7-12cm，宽2-5cm，先端钝圆，基部楔形下延成狭翅，边缘具不规则粗齿或波状缺刻，上面深绿色，下面绿色或紫红色，幼时被毛，老则脱落或近无毛，叶脉明显；茎生叶互生，叶片较基生叶小而少，几无柄。头状花序，排列成聚伞花序，顶生；总苞短钟状，苞片1列，覆瓦状排列。	紫背草产中国云南（昆明、大姚、楚雄、广通、开远、峨山、玉溪、易门）、贵州（绥阳、兴义、安龙、册亨、赤水）、四川、湖北、湖南、江苏（宜兴）、浙江（杭州、宁波）、安徽（舒城、霍山、金寨及皖南山区）、广东（汕头、广州）、海南（儋县、安定、崖县、陵水、琼中）、福建、台湾。紫背草在亚洲热带、亚热带和非洲也有广泛的分布。紫背草模式采自斯里兰卡。	55a272c7a9614_140_120.jpg
美兰菊		一年生草本花卉	植物界 被子植物门   菊科 腊菊属	春季夏季秋季	美兰菊的株高约在30～50公分，叶对生；顶生花序，花黄色，花形似雏菊。美兰菊的花期从春至秋季。	美兰菊原产地为中美洲。	570a20d5bf946_140_120.jpg
紫檀	青龙木、黄柏木、蔷薇木、花榈木、羽叶檀	乔木花卉	植物界 被子植物门 双子叶植物纲 豆目 豆科 紫檀属		紫檀（拉丁学名：Pterocarpus indicus Willd.），乔木，高15-25米，胸径达40厘米；树皮灰色。羽状复叶长15-30厘米；托叶早落；小叶3-5对，卵形，先端渐尖，基部圆形，两面无毛，叶脉纤细。圆锥花序顶生或腋生，多花，被褐色短柔毛；花梗长7-10毫米，顶端有2枚线形，易脱落的小苞片；花萼钟状，微弯，长约5毫米，萼齿阔三角形，先端圆，被褐色丝毛；花冠黄色，花瓣有长柄，边缘皱波状，旗瓣宽10-13毫米；子房具短柄，密被柔毛。荚果圆形，扁平，偏斜，宽约5厘米，对种子部分略被毛且有网纹，周围具宽翅，翅宽可达2厘米，有种子1-2粒。花期春季。产中国台湾、广东和云南（南部）。生于坡地疏林中或栽培于庭园。印度、菲律宾、印度尼西亚和缅甸也有分布。木材坚硬致密，心材红色，为优良的建筑、乐器及家具用材；树脂和木材药用。		5be6bfe2c04c7_140_120.jpg
婚纱吊兰	浪漫草、新娘草、吉贝丝草	草本花卉	植物界 被子植物门 双子叶植物纲  鸭跖草科 鸭跖草属	夏季	婚纱吊兰原产于韩国小叶嫩绿光亮，叶背紫红色，茎蔓有节，细长柔软；小花洁白挺拔而生。	婚纱吊兰原产于韩国。	5b8d1d9bbcd18_140_120.jpeg
赪桐	贞桐花、红花倒血莲	灌木花卉	植物界 被子植物门 双子叶植物纲 唇形目 马鞭草科 赪桐属	春季夏季秋季	赪桐（Clerodendrum japonicum (Thunb.) Sweet ）为马鞭草科大青属的植物，多年生落叶或常绿灌木。形态特征：植株高1.5～2米，茎直立，不分枝或少分枝；幼茎四方形，深绿色至灰白色。叶对生，心形，长15～20厘米，宽16～20厘米，纸质，腹面深绿色，背面灰绿色，叶缘浅齿状；叶柄特长，约为叶片的2倍，长30～35厘米。总状圆锥花序，顶生，向一侧偏斜；花小，但花丝长；花萼、花冠、花梗均为鲜艳的深红色，花期长达半年。花期：5—11月。果圆形，蓝紫色。	国内分布赪桐产江苏、浙江南部、江西南部、湖南、福建、台湾、广东、广西、四川、贵州、云南。国外分布赪桐在印度东北、孟加拉、锡金、不丹、中南半岛、马来西亚、日本也有分布。	56ee138307d82_140_120.jpg
紫金牛	小青、矮茶、短脚三郎、不出林、凉伞盖珍珠、矮脚樟茶、老勿大	灌木花卉	植物界 被子植物门 双子叶植物纲 报春花目 金牛科 紫金牛属	春季夏季	紫金牛，学名：Ardisia japonica （Thunb）Blume，别名小青、矮茶、短脚三郎，不出林，凉伞盖珍珠，矮脚樟茶，老勿大， 为紫金牛科、紫金牛属小灌木或亚灌木植物，近蔓生，具匍匐生根的根茎；直立茎长达30厘米，稀达40厘米，不分枝，幼时被细微柔毛，以后无毛。叶对生或近轮生，叶片坚纸质或近革质，椭圆形至椭圆状倒卵形，顶端急尖，基部楔形，习见于海拔约1200米以下的山间林下或竹林下，荫湿的地方。紫金牛全株及根供药用，治肺结核、咯血、咳嗽、慢性气管炎效果很好；亦治跌打风湿、黄胆肝炎、睾丸炎、白带、闭经、尿路感染等症，为中国民间常用的中草药，也是常见的花卉。花期5-6月，果期11-12月，有时5-6月仍有果。	紫金牛产陕西及长江流域以南各省区，如福建、江西、湖南、四川、江苏、浙江、贵州、广西、云南等地，海南岛未发现；紫金牛在朝鲜，日本也有分布。	56d1cbf9a41ce_140_120.jpg
紫菜		藻类植物	植物界 红藻门 Rhodophyta 红藻纲 Rhodophyceae 紫球藻目Porphyridiales 紫球藻科Porphyridiaceae 紫菜属Porphyra		紫菜（Porphyra），是在海中互生藻类的统称。红藻纲，红毛菜科。藻体呈膜状，称为叶状体。紫色或褐绿色。形状随种类而异。紫菜属海产红藻。叶状体由包埋于薄层胶质中的一层细胞组成，深褐、红色或紫色。紫菜固着器盘状，假根丝状。生长于浅海潮间带的岩石上。种类多，主要有条斑紫菜、坛紫菜、甘紫菜等。中国沿海地区已进行人工栽培。21世纪初中国紫菜产量跃居世界第一位。富含蛋白质和碘、磷、钙等。供食用和药用。同时紫菜还可以入药，制成中药，具有化痰软坚、清热利水、补肾养心的功效。紫菜因为能够进行光合作用而常被人误认为是植物；但生物学家普遍认为它不是真正的植物，因为它没有真正的管道组织（木质部和韧皮部），与水草(seagrass)不同。另外，有几种氰细菌与海苔有关。大型海苔多生长在寒冷地带。人工栽培种类有条斑紫菜和坛紫菜。	分布在沿海地区。?福建、浙南沿海多养殖坛紫菜，北方则以养殖条斑紫菜为主。紫菜之乡霞浦县地处闽东，是福建最古老的县份之一，也是我国南方最早养殖海带、紫菜的地区，早在元朝时期，就有霞浦人养殖紫菜的记录。是中国的紫菜之乡，拥有“霞浦紫菜”国家地理标志。?霞浦拥有得天独厚的自然环境和气候条件，海岸线漫长，众多天然独立港湾，亚热带季风湿润气候及独有的水温、水质条件，皆适于紫菜、海带生长，并造就了霞浦紫菜特殊爽口、滑嫩口感和高质量。	5bc5e160979dd_140_120.jpg
姬胧月锦	姬胧月、粉莲、初霜、缟瓣	多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 风车草属	秋季	姬胧月锦为景天科风车草属的多肉植物，原产于墨西哥。株形和石莲花属极为相似，但本属不是瓶状花或钟状花，而是星状花。花瓣被蜡，叶排成延长的莲座状，被白粉或叶尖有须。叶色朱红带褐色，叶呈瓜子型，叶末较尖，开黄色小花，星状。有着特殊颜色的蜡质叶片，在阳光充足的条件下，呈现迷人的深红色。光线不足的话，颜色会变得黯淡，茎也会伸长。喜欢较干燥的环境，盆土完全干了再浇水，不过，也需要避免持续缺水，造成叶片干枯。	姬胧月锦原产于墨西哥，现中国多地可栽培。	5458cef7145e7_140_120.jpg
花月夜		多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目  景天科 石莲花属	春季	花月夜是夏型种多肉植物。花月夜有厚叶型的也有薄叶型的。叶子勺形，叶尖有红边，红边为渐变色由浅入深。整株植物呈一朵莲花造型。花期：春季。花朵是铃铛形的，花色是黄色。		5a44e5d60ec93_140_120.jpg
红毛丹	韶子、毛龙眼、毛荔枝	乔木花卉	植物界 被子植物门 双子叶植物纲 无患子目 无患子科 韶子属	夏季	红毛丹（拉丁学名：Nephelium lappaceum L.），又名：毛荔枝，韶子，红毛果，红毛胆；为东南亚原产之无患子科大型热带果树，马来文称之“rambutan”，意为“毛茸茸之物”。成熟的红毛丹果并非都是红色的，也有黄色的果子。有的红毛丹的核的大小近似于芝麻。红毛丹的味道类似于荔枝。红毛丹在中国种植面积较少，目前全中国只有海南岛的保亭和三亚种植较大面积的红毛丹。红毛丹是中国所产的三种韶子属之一，另两种是韶子与海南韶子。	红毛丹原产于马来半岛。东南亚各国，如泰国、斯里兰卡、马来西亚、印度尼西亚、新加坡、菲律宾有生产，美国夏威夷和澳大利亚也有栽培。泰国红毛丹有“果王”之称。中国的台湾、海南有种植，云南西双版纳有野生红毛丹。	56165ec9e3f8d_140_120.jpg
尤加利	胶树、桉树	乔木花卉	植物界		"尤加利（桉树）Eucalyptus：桃金娘科，主要产于澳洲，平均高度都在30公尺以上，味道凉凉略带冲鼻的樟脑味，蒸馏自如独木舟状的树叶，产量充足，故价格便宜，但效果奇佳，可说是物美价廉，唯一遗憾是其樟脑味极不易调入女性香水中，呈透明无色状。具有很高的药用价值。	尤加利(桉树)又名胶树，品种分为蓝胶尤加利，柠檬尤加利。"	在已知的七百多种中，绝大多数生长在澳洲大陆，少部分生长于邻近的新几内亚岛和印度尼西亚，以及一种远在菲律宾群岛。	http://pic1.huashichang.com/2018/0818/12/5b779fe57a304_140_120.jpeg
花座球		仙人掌	植物界 被子植物门 双子叶植物纲/木兰纲 石竹目/中央胎座目 仙人掌科 花座球属		花座球属仙人掌植物(Melocactus),原产于中南美洲的加勒比海地区沿岸，开花形式比较特别，即到了成熟阶段都会在球体顶部长出一丛绒毛状的冠，即花座，随着球龄的增长，花座会渐渐增高，同时红艳的花座上层出不穷地长出棍棒状的果实，酷似小红辣。	花座球原产美洲热带地区。	55f03776ef2f9_140_120.jpg
一摸香	胡椒木、假清香木	灌木花卉	植物界 被子植物门 双子叶植物纲 无患子目 芸香科 花椒属	秋季冬季春季	一摸香株高约30~90cm ，奇数羽状复叶，叶基有短刺二枚，叶轴有狭翼。小叶对生，倒卵型，长0.7~1cm ，革质，叶面浓绿富光泽，全叶密生腺体。雌雄异株，雄花黄色，雌花红橙，子房3～4个。果实椭圆形，绿褐色。一摸香全株具浓烈胡椒香味，枝叶清脆适合修剪成型、庭植美化、绿篱或盆栽。	一摸香野生分布于我国云南中部、北部及四川南部等。	5462c8feee899_140_120.jpg
球花石斛		兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 石斛属	春季	球花石斛（学名：Dendrobium thyrsiflorum Rchb. f.）：茎直立或斜立，圆柱形，粗状，不分枝，具数节，黄褐色并且具光泽，有数条纵棱。叶3-4枚互生于茎的上端，革质，长圆形或长圆状披针形。总状花序侧生于带有叶的老茎上端，下垂，长10-16厘米，密生许多花，花开展，质地薄，萼片和花瓣白色；花瓣近圆形，长14毫米，宽12毫米，先端圆钝，基部具长约2毫米的爪，具7条脉和许多支脉，基部以上边缘具不整齐的细齿；唇瓣金黄色，半圆状三角形，长15毫米，宽19毫米，先端圆钝，基部具长约3毫米的爪。花期4-5月。球花石斛生于海拔1100-1800的山地林中树干上。分布于中国、印度东北部、缅甸、泰国、老挝、越南。此花有栽培，具有较高的园艺价值。	球花石斛生于海拔1100-1800的山地林中树干上。球花石斛产中国云南东南部经南部至西部（屏边、金平、马关、勐海、思茅、普洱、墨江、景东、沧源、澜沧、墨江、腾冲一带）。球花石斛分布于印度东北部、缅甸、泰国、老挝、越南。球花石斛的模式标本采自缅甸。	57b1ef881849c_140_120.jpg
青王丸	青王球	多肉多浆植物	植物界 被子植物门 双子叶植物纲 石竹目 仙人掌科 南国玉属	夏季	青王丸，也称青王球。仙人掌科，南国玉属。原产地南美地区。青王丸，通常为球形或圆柱形，颜色通常为绿色。易生侧芽。棱数为11-15个，刺座位于棱上，具周刺15枚左右，呈散射状，黄褐色；中刺1-6枚，红褐色。青王丸花期为夏季，由球上方的生长点附近的刺座开出黄花，花径3-4厘米，雌蕊为鲜艳的红色，午后花会闭合，隔天早晨再度开放，花期为3-5天。	青王丸主要分布于南美地区。青王丸原产巴西、巴拉圭及阿根延等地。青王丸现已在我国各大植物园，公园、苗圃人工栽培，我国同属品种约有二十余种。	55648786890c5_140_120.jpg
美丽茶藨子		草本花卉	植物界 被子植物门( 双子叶植物纲 虎耳草目 虎耳草科 茶藨子属	夏季	美丽茶藨，为双子叶植物药虎耳草科植物美丽茶藨的果实。	美丽茶藨子原产于内蒙古（东部、南部）、北京（怀柔）、河北（涞水、康保）、山西 (临县、隰县）、陕西（西北部、东南部至西南部）、宁夏（银川）、甘肃（东部、西南部）、青海（门源、大通、互助）。美丽茶藨子在蒙古（东北部）、西伯利亚也有分布。美丽茶藨子模式标本采自中国和蒙古交界处。	55a6acf98040f_140_120.jpg
圣诞玫瑰	黑嚏根草	多年生草本花卉	植物界 被子植物门  双子叶植物纲 毛茛目 毛茛科 铁筷子属	冬季春季	圣诞玫瑰是一种草药，但是一旦使用过量，就会变成可怕的毒药。因此常令使用者感到犹豫不前，所以它的花语就是－犹豫。凡是在这一天诞生的人，总喜欢徘徊在小孩子的梦幻世界与大人的理性世界之间，比较缺乏决断力。圣诞玫瑰为多年生植物，冬春二季绽蕊，适合温暖地区室外栽种。土壤应该疏松肥沃，最好掺入一些泥炭。喜疏荫环境，生长旺盛阶段及时追肥。如果采用播种法繁殖圣诞玫瑰，多在秋季进行操作，实生苗需要4年的栽培才能开花。		569f7fb32de0d_140_120.jpg
白睡莲		水生花卉	植物界 被子植物门 双子叶植物纲 睡莲目 睡莲科 睡莲属	夏季	白睡莲又名欧洲白睡莲，是一种源自于欧洲的睡莲属植物。属多年生草本植物，叶近圆形、纸质，基部有深弯缺、裂片尖锐、近平行或开展，全缘或波状。茎为匍匐根茎。花梗与叶柄长度相近；萼片披针形脱落或在花期后腐烂。花瓣20至25片，白色、卵状矩圆形，外轮略长于萼片。花托为圆柱形。果实为浆果，形状扁平至半球形，长2.5到3厘米。种子呈椭圆形、长约2到3厘米。生于池沼中。花期6-8月，果期8-10月。白睡莲一般都在九月份开放，开放时间极短。并且，睡莲喜强光，所以睡莲在晚上花朵会闭合，到早上又会开放。	白睡莲原产欧洲。	5980895051674_140_120.jpg
香椿树	香椿铃、香铃子、香椿子、香椿芽	乔木花卉	植物界 被子植物门 双子叶植物纲 芸香目 楝科 香椿属	夏季	香椿（学名：Toona sinensis）又名香椿芽、香桩头、大红椿树、椿天等，在安徽地区也有叫春苗。根有二层皮，又称椿白皮，原产于中国，分布于长江南北的广泛地区，为楝科。落叶乔木，雌雄异株，叶呈偶数羽状复叶，圆锥花序，两性花白色，果实是椭圆形蒴果，翅状种子，种子可以繁殖。树体高大，除供椿芽食用外，也是园林绿化的优选树种。古代称香椿为椿，称臭椿为樗。中国人食用香椿久已成习，汉代就遍布大江南北。椿芽营养丰富，并具有食疗作用，主治外感风寒、风湿痹痛、胃痛、痢疾等。	香椿树原产中国中部和南部。东北自辽宁南部，西至甘肃，北起内蒙古南部，南到广东广西，西南至云南均有栽培。其中尤以山东，河南，河北栽植最多。河南信阳地区有较大面积的人工林。陕西秦岭和甘肃小陇山有天然分布。垂直分布在海拔1500m以下的山地和广大平原地区，最高达海拔1800m，耐寒区位6-11。	5b879420c029c_140_120.jpg
雪滴花	雪铃花、铃兰水仙、雪之滴	多年生草本花卉	植物界 被子植物门 单子叶植物纲  石蒜科 雪滴花属（雪铃花属）	春季	雪滴花的名字最早出现于17世纪德国的文献中，那时新流行的一种泪珠状的耳环和该花的形状相似，而不是因为在下雪的天气开花命名的。人们根据其英文的解释多以为是花的形状像雪滴，其实是一种误解，但巧合之处也颇为有趣。雪滴花株丛低矮，花叶繁茂，不畏春寒，傲然开花。宜于半阴林下或草坪中丛植，又适合花境和岩石园中点缀，也可盆栽供室内摆设或做切花。雪滴花又名雪铃花或铃兰水仙，只有两种雪片莲和夏雪片莲。雪滴花花期早春3月下旬至4月。	雪滴花原产于欧洲中部及高加索地区，已有很多国家栽培。其适应性强，比较耐寒，在中国长江中下游地区可以露地越冬。	5674260761a2a_140_120.jpg
太平花	北京山梅花、西南山梅花	灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 虎耳草科 山梅花属	春季	太平花是虎耳草科、山梅花属中的一种北方山林常见多年生落叶灌木植物，枝叶茂密，花乳黄而清香，花多朵聚集，颇为美丽。叶对生，长卵形，缘疏生锯齿，子房半下位，3出脉。花5-9朵成总状花序；乳白色，微芳香；花瓣4，卵圆形；花期4-6月，果期8-10月。生长于海拔1500米以下山坡、林地、沟谷或溪边向阳处。喜光，稍耐荫，较耐寒，耐干旱，怕水湿，水浸易烂根。产自中国内蒙古、辽宁、河北、河南、山西、陕西、湖北。朝鲜亦有分布，欧美一些植物园有栽培。模式标本采自北京。	太平花分布于内蒙古、辽宁、河北、河南、山西、陕西、湖北。生于海拔700-900米山坡杂木林中或灌丛中。朝鲜亦有分布，欧美一些植物园有栽培。北部暖温带落叶阔叶林区沈阳、葫芦岛、大连、丹东、鞍山、辽阳、锦州、营口、盘锦、北京、天津、太原、临汾、长治、石家庄、秦皇岛、保定、唐山、邯郸、邢台、承德、济南、德州、延安、宝鸡、天水。南部暖带落叶阔叶林区青岛、烟台、日照、威海、济宁、泰安、淄博、潍坊、枣庄、临沂、莱芜、东营、新泰、滕州、郑州、洛阳、开封、新乡、焦作、安阳、西安、咸阳、徐州、连云港、盐城、淮北、蚌埠、韩城、铜川。温带草原区兰州、平凉、阿勒泰、海拉尔、满洲里、齐齐哈尔、阜新、丹东、大庆、西宁、银川、通辽、榆林、呼和浩特、包头、张家口、集宁、赤峰、大同、锡兰浩特。	54f3c12cb60ac_140_120.jpg
红柳	柽柳、多枝柽柳	灌木花卉	植物界 柽柳、多枝柽柳 双子叶植物纲 侧膜胎座目 柽柳科 柽柳属	夏季秋季	红柳，又名柽柳，多枝柽柳，拉丁文名：Tamarix ramosissima。柽柳科、柽柳属植物，灌木或小乔木，老杆和老枝的树皮暗灰色，当年生木质化的生长枝淡红或橙黄色，长而直伸，有分枝，第二年生枝则颜色渐变淡。木质化生长枝上的叶披针形，基部短，半抱茎，微下延；绿色营养枝上的叶短卵圆形或三角状心脏形，总状花序生于当年枝上，长2～5厘米，宽3～5毫米，组成顶生的大型圆锥花序，苞片卵状披针形，花梗短；萼片5，卵形；花瓣5，倒卵形，淡红色或紫红色，花盘5裂；雄蕊5；花柱3，棍棒状。蒴果长圆锥形，3瓣裂。种子顶端簇生柔毛。在我国新疆、甘肃、内蒙古等地广泛分布。在国外分布于阿富汗、伊朗、土耳其、蒙古、前苏联及欧洲东部。红柳当前除饲用外，主要用于营造农田防护林和固沙林。	红柳产西藏西部（据记载，未见标本）、新疆、青海（柴达木），甘肃（河西）、内蒙古（西部至临河）和宁夏（北部）。东欧、苏联（欧洲部分东南部到中亚、小亚）、伊朗、阿富汗和蒙古也有分布。红柳广泛分布于新疆塔里木盆地、准噶尔盆地和吐鲁番盆地、甘肃河西走廊盐碱地、内蒙古巴丹吉林沙漠、乌兰布和沙漠、库布齐沙漠、腾格里沙漠、毛乌素沙地、乌兰察布高原、宁夏河东沙地、及青海柴达木盆地青藏高原。在国外分布于阿富汗、伊朗、土耳其、蒙古、前苏联及欧洲东部。	55ddcec589473_140_120.jpg
海仙花	朝鲜锦带、花关门、柴门关柴、临界海棠	多年生草本花卉	植物界 被子植物门 木兰纲 川续断目 忍冬科 锦带花属	春季夏季	海仙花为忍冬科锦带花属下的一个种。花1朵至4朵组成伞房花序，花冠漏斗状钟形，玫瑰红色，花期5～6月。海仙花枝叶茂密，花色艳丽，花期可长达连个多月，适宜庭院墙隅、湖畔群植；也可在树丛林缘作花篱、丛植配植；点缀于假山、坡地。	海仙花产中国华东地区一带。海仙花在朝鲜半岛、日本也有分布。	5835a72dc8992_140_120.jpg
滇山茶	云南山茶花、南山茶 、红花油花 、云南野山茶、云南红花油茶	灌木花卉	植物界 被子植物门 双子叶植物纲 侧膜胎座目 山茶科 山茶属	秋季冬季	滇山茶（学名：Camellia reticulata Lindl.）：灌木至小乔木，有时高达15米，嫩枝无毛。叶阔椭圆形，上面干后深绿色，发亮，下面深褐色，无毛，侧脉6-7对，边缘有细锯齿。花顶生，红色，直径10厘米，无柄；苞片及萼片10-11片，花瓣红色，6-7片，最外1片近似萼片，倒卵圆形，长2.5厘米，背有黄绢毛，其余各片倒卵圆形。蒴果扁球形，高4.5厘米，宽5.5厘米，3爿裂开，果爿厚7毫米，种子卵球形，长约1.5厘米。滇山茶产中国云南，多栽培，品种繁多，在云南产的各种红花山茶当中，该种的叶及花最大，雄蕊无毛。	滇山茶产中国云南，多栽培，品种繁多，在曲靖城区的寺院栽培的花大，直径达15厘米。	56ae1b0f32078_140_120.jpg
琉璃苣	星星草	一年生草本花卉	植物界 被子植物门 双子叶植物纲  紫草科 琉璃苣属	夏季	琉璃苣为紫草科一年生草本植物，稍具黄瓜香味。琉璃苣株高60公分（2尺），被粗毛。叶大，粗糙，长圆形，花序松散，下垂；花梗通常淡红色；花星状，鲜蓝色，有时白色或玫瑰色；雄蕊鲜黄色，5枚，在花中心排成圆锥形。琉璃苣原产东地中海沿岸及小亚细亚，现欧洲和北美广泛栽培，可作蜜源植物，鲜叶在欧洲作蔬菜，鲜叶及干叶又可用于炖菜及汤、饮料的调味。琉璃苣花期7月。	琉璃苣原产东地中海地区，现欧洲和北美广泛栽培，产地分布在欧洲与非洲北部地区。	5565ec6a73db2_140_120.jpg
欧石楠	苏格兰石楠	灌木花卉	植物界 被子植物门 双子叶植物纲 杜鹃花目 杜鹃花科 欧石楠属	春季	欧石楠（学名：Erica）是指杜鹃花科欧石楠属的植物。全球大约有七百多种的欧石楠，当中大部分都产自南非，被称为“南非特有种的皇后”；另外尚有七十多个物种大致分布于非洲其它地域、地中海地区及欧洲地区。欧石楠也是12月6日的诞生花。	欧石楠源于非洲南部及欧洲北部、地中海地区。现存最多欧石楠的群生地，以德国北部的自然保护区吕讷堡石楠草原最为闻名。	566aedaaadcb7_140_120.jpg
黄粉大叶报春		多年生草本花卉	植物界 被子植物门 双子叶植物纲 杜鹃花目 报春花科 报春花属	夏季	黄粉大叶报春（学名：Primula macrophylla var. atra）为报春花科报春花属下的一个变种。变种花：主要分布于西藏西部的大叶报春和产于云南西北部的黑萼报春P. russe ola Balf. f. et Forr.的中间类型，其分类等级和亲缘关系尚有待今后取得更多材料进一步研究。其外形与大果报春P. megalocarpa Hara也很相似，但花冠裂片先端无凹缺，萼片形状亦不同。	黄粉大叶报春产于西藏（定结、朗县、米林）。	5241a3cab90cf_140_120.jpg
