name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
蓝花楹	含羞草叶蓝花楹、蓝雾树、尖叶蓝花楹、巴西紫葳、紫云木	乔木花卉	植物界 被子植物门 双子叶植物纲 管状花目 紫葳科 蓝花楹属	春季夏季	蓝花楹是紫葳科落叶乔木，高达15米。蓝花楹原产南美洲巴西，中国近年来引种栽培供观赏。蓝花楹是观赏、观叶、观花树种，热带、暖亚热带地区广泛栽作行道树，木材黄白色至灰色，质软而轻，纹理通直，加工容易，可作家具用材。该种同时具有观赏与经济价值。	蓝花楹原产南美洲巴西、玻利维亚、阿根廷。蓝花楹在中国广东（广州）、海南、广西、福建、云南南部（西双版纳）栽培供庭园观赏。	58f2bcaa523fe_140_120.jpg
狸藻	闸草	食虫植物	植物界 被子植物门 双子叶植物纲 唇形目 狸藻科 狸藻属	夏季	狸藻属双子叶植物，浮游或沉水性水草，没有根，可于水中飘浮生长。是狸藻属（Utricularia）中最具代表性的水草。植物体翠绿或黄绿色，它有长达100㎝以上的柔细的主茎轴，再由茎轴两旁长出分枝以及在分枝长出美丽的羽状针形裂叶。其捕虫囊颜色通常是绿色至黄绿色，可捕食并消化水中微生物。在水族缸中栽培，补虫囊可能消失。花茎腋生，具长花柄，总状花序，花通常4朵，能开放美丽的黄色唇形花冠。狸藻是具有可活动囊状捕虫结构的小型食虫植物，能将小生物吸入囊中，并消化吸收。狸藻品种众多，形态各异，一般都成片生长在湿地、池塘甚至是热带雨林长满苔藓的树干上，多数有漫长的花期，会开出成片可爱的小花。由于它的羽状针形裂叶密生而细长，草姿优美，故是很适合用作水草造景的狸藻品种，但种植时必须设法将底茎固定。能适应水族缸的环境，而且成长快速，短期内便可能占满水族缸，因此必须定期修剪。狸藻科食虫植物包括狸藻属、螺旋狸藻属、捕虫堇属3属约300多种。其中狸藻属约有218种，世界大部分地区都有分布，是全球分布最广、品种最多地 食虫植物。狸藻属按其生态习性可分为陆生种群、水生种群和附生种群三大类，陆生种群约占总数的80%，水生种群约占15%，其它为附生种群。	狸藻在全世界各地均有分布。中国主要分布在长江和黄河流域各省。此外，在吉林和内蒙古的池塘中也可以采集到。狸藻主产于黑龙江、吉林、辽宁、内蒙古、河北、山西、陕西、甘肃、青海、新疆、山东、河南和四川。	5931703158ba3_140_120.jpg
麻栗坡兜兰		兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 兜兰属		麻栗坡兜兰叶基生；数枚至多枚，叶片带形、革质。花葶从叶丛中长出，花苞片非叶状；子房顶端常收狭成喙状；花大而艳丽，有种种色泽；中萼直立，花粉粉质或带粘性，退化雄蕊扁平；柱头肥厚，下弯，柱头面有乳突，果实为蒴果。麻栗坡兜兰产中国广西西部（那坡）、贵州西南部（兴义）和云南东南部（麻栗坡、文山、马关）。越南也有分布。模式标本为温室栽培植物，采自云南麻栗坡。兜兰花比较雅致，色彩庄重，色及带有不规则斑点或条纹。花瓣较厚，花朵开放期比较长。属观赏类花草。麻栗坡兜兰早在1947年就被冯国楣先生在云南麻栗坡县采集到标本，但直至1984年经陈心启先生鉴定为新种发表后才为人们熟知。兜兰主要分布在热带亚洲，中国有近30种，其中不乏极具观赏价值和研究价值的种类，麻栗坡兜兰（Paphiopedilum malipoenseS. C. Chen & Z. H. Tsi）就是其中的代表。	生于海拔1100-1600米的石灰岩山坡林下多石处或积土岩壁上。麻栗坡兜兰主要分布于中国云南东南部、广西西部、贵州西南部以及越南北部，生于石灰山林下和灌丛下腐殖质丰富的泥土中，尽管分布范围较广，但由于过度采集和其自身生物学原因，目前在野外已难觅其踪。	57c3038fbb9e2_140_120.jpg
小叶栀子	雀舌栀子、小花栀子、雀舌花	灌木花卉	植物界 被子植物门 双子叶植物纲 龙胆目 茜草科 栀子属	5月～8月	小叶栀子为常绿灌木。单叶对生或3叶轮生，叶片倒卵形，革质，翠绿有光泽。花白色，极芳香。浆果卵形，黄色或橙色。可用扦插、压条、分株或播种繁殖。花可做茶之香料，果实可消炎祛热。是优良的芳香花卉。通常说的栀子花指观赏用重瓣的变种大花栀子。栀子花同时是湖南省岳阳市的市花。	全国大部分地区有栽培。	5bc5d82c8191a_140_120.jpg
鬼灯檠	牛角七、老蛇莲	多年生草本花卉	植物界 被子植物门  双子叶植物纲 蔷薇目  虎耳草科  鬼灯檠属	夏季	鬼灯檠（也称作：牛角七或老蛇莲）一种喜湿润多年生植物带有大而漂亮的叶，在春天具有一种金属般的光泽，在夏天退至绿色，当天气变得更凉爽时叶子又呈现金属般的光泽，能产生一个遮阴“密林”效应。	鬼灯檠在东亚，中国全产之，产西南部至东北部。鬼灯檠在上海一带栽培供观赏用。	5587e73e9ae17_140_120.jpg
网球花	绣球百合、网球石蒜、火球花	鳞茎花卉	植物界 被子植物门 单子叶植物纲  石蒜科 网球花属	夏季	网球花别名火球花、网球石蒜，是石蒜科网球花属多年生草本球根花卉。在我国常见的同属“兄弟”还有虎耳兰（Haemanthus albiflorsu）、绣球百合(Haemanthus katharine)等，都具有很高的观赏价值。网球花具有扁平球状鳞茎，春末随着温度上升，叶子从鳞茎上部的短茎抽出，条形。当叶片达4-5片时便抽生花柱，花柱下面有淡绿色的佛焰苞。球状伞形花序顶生，上面有几十至上百朵花序组成，花为鲜红色，雄蕊长于花被，花药黄色，看去四射如球。每年只开花一次，花期集中5-7月，一个花球只能持续l0天左右，花谢后结圆形浆果。网球花原产热带，性喜温暖湿润及半阴环境，怕炎热，畏严寒，我国引种栽培供观赏。	网球花原产非洲热带，在我国只有云南有野生分布，在长江河中下游地区适合室内栽培。	54938f21e862c_140_120.jpg
嘴唇花		灌木花卉	植物界 被子植物门 双子叶植物纲 龙胆目 茜草科 九节属		嘴唇花因形状酷似性感诱人的嘴唇而得名，其学名为“Psychotria Elata”，生长在中美洲和南美洲一些国家的热带雨林中。它因形状酷似性感诱人的嘴唇而得名“嘴唇花”（Flower of Lips）。这种植物颜色鲜红，造型奇特，让人不禁感叹大自然的鬼斧神工。物种进化该植物进化为这种形状是为了吸引蜂鸟和蝴蝶等这些传粉昆虫，人们亲切地称它为“胡克嘴唇”。	嘴唇花生长在中美洲和南美洲一些国家的热带雨林中，如哥伦比亚、哥斯达黎加、巴拿马、厄瓜多等。然而由于这些国家无节制的砍伐森林，该植物已频临灭绝。	5242a686dac00_140_120.jpg
蜜蜂兰	台兰、多花兰、小蜜蜂兰、蒲兰、金棱边、蜂子兰、串兰、方兰、紫兰、长寿兰、岁明兰	兰科花卉	植物界 被子植物门 双子叶植物纲  兰科 兰属	春季夏季	蜜蜂兰为兰属多 年鳞茎兰科植物，其叶革质肥厚，并具有光泽，抗旱防寒力强，花色繁丽多姿，亦有较高的观赏价值，是较理想的盆栽花卉之一。蜜蜂兰花高25-45cm，叶宽0.8-2.0cm，有花15-40朵，花期3～8月，大多无香。台兰为多年鳞茎兰科植物，其叶革质肥厚，并具有光泽，花色繁丽多姿，亦有较高的观赏价值的的盆栽花卉之一。	蜜蜂兰在我国台湾、福建、浙江、江西、湖南、湖北、四川、贵州、广东、广西、云南等地（北纬28度线以南各省均有分布）。生长于海拔300米至1600米的林缘树干上或溪边石壁上。多花兰多数生长在山岩之上，也有的附生于大树枝杈上。蜜蜂兰在中国国内载培较普及，在日本栽培较多。	54d0422c26544_140_120.jpg
胖大海	大海、大海子、大洞果、大发	乔木花卉	植物界 被子植物门 双子叶植物纲 锦葵目 梧桐科 苹婆属	春季	胖大海（拉丁学名：SEMEN STERCULIAE LYCHNOPHORAE），别名 ：大海、大海子、大洞果、大发梧桐科植物胖大海Sterculia lychnophora Hance 的干燥成熟种子。呈纺锤形或椭圆形，长2～3cm，直径1～1.5cm。先端钝圆，基部略尖而歪，具浅色的圆形种脐，表面棕色或暗棕色，微有光泽，具不规则的干缩皱纹。外层果皮极薄，质脆，易脱落。中层果皮较厚，黑褐色，质松易碎，遇水膨胀成海绵状。断面可见散在的树脂状小点。内层果皮可与中层果皮剥离，稍革质，内有2片肥厚胚乳，广卵形；子叶2枚，菲薄，紧贴于胚乳内侧，与胚乳等大。气微，味淡，嚼之有黏性。胖大海产于泰国、柬埔寨、马来西亚等国。4~6月果实成熟开裂时，采收种子，晒干用。多用于泡茶，可以起到降血压、润喉化痰的作用。	"胖大海分布于广东湛江、海南、广东东兴、云南西双版纳等地。	胖大海在越南、印度、马来西亚、泰国及印度尼西亚等地也有分布。"	http://pic1.huashichang.com/2018/0831/10/5b88a965c741d_140_120.png
蜜糖草		草本花卉	植物界 被子植物门 百合纲  莎草目 禾本科  黍族		糖蜜草(Melinis minutiflora)原产于热带非洲和巴西。1974年引自澳大利亚，1991年经全国牧草品种审定委员会审定通过，定名为粤引1号糖蜜草。糖蜜草是牛的优质饲草，可供放牧利用、青饲、晒制干草或调制青贮饲料，也是水土保持的优良草种。	海南、广东、广西、福建南部水土流失严重地区。	5bd84c1942aeb_140_120.jpg
毛海星		多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 青锁龙属		毛海星叶片交互环生。叶片有很多毛刺，容易群生，花季在晚冬到早春，花开白色，五瓣，花朵在枝条顶端穗状簇生，花杆带绒毛。	毛海星原产南非，现世界多地可栽培。	5ba84a818f887_140_120.jpg
