name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	image
朱缨花	红合欢、美洲欢、红绒球	草本花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 豆科 朱缨花属	秋季	朱缨花（学名：Calliandra haematocephala ）豆科、朱缨花属落叶灌木或小乔木；枝条扩展，小枝褐色，粗糙。托叶卵状披针形，宿存。头状花序腋生，有花约25-40朵，总花梗长1-3.5厘米；花萼绿色；花冠淡紫红色，顶端裂片无毛；雄蕊突露于花冠之外，雄蕊白色，管口内有钻状附属体，上部离生的花丝深红色。荚果线状倒披针形，暗棕色，成熟时由顶至基部沿缝线开裂，果瓣外反；种子长圆形，棕色。花期8-9月；果期10-11月。中国台湾、福建、广东有引种，栽培供观赏。原产南美，现热带、亚热带地区常有栽培。花极美丽。	朱缨花中国台湾、福建、广东有引种，栽培供观赏。朱缨花原产南美，现热带、亚热带地区常有栽培。	http://pic1.huashichang.com/2015/0901/22/55e5b967a5936_140_120.jpg
幸福草	苜蓿草、加拿大一枝黄花、黄茑或麒麟草	一年生草本花卉	植物界 被子植物门 双子叶植物纲 豆目 豆科 车轴草属	春季	幸福草学名苜蓿草，是一年生草本植物，一般只有三片小叶子（发现‘四叶草’的机会率大约是十万分之一），叶形呈心形状，叶心较深色的部分亦是心形。其余参见“加拿大一枝黄花”。幸福草属于草本植物喜阳光 温度在10度以上为宜 土要9成干就浇，不能3天一次 因为天气和环境不同对浇水的时间也不同在土中掺些有机肥料是最好的，化学肥料（如颗粒型复合肥可少施作底肥）。传说得到一株很独特的紫色叶子的幸福草的人就能找到幸福，幸福草一旦花落结子周围植物消亡。	幸运草原产地：加拿大。幸运草原产于欧洲与美洲，以真正幸运草制作的精品，在欧美、东南亚流行以久，如今在韩国、日本，更是以幸运草饰品作为送给朋友的最完美无缺的祝福。	http://pic1.huashichang.com/2015/0903/00/55e7253348f8f_140_120.jpg
枫杨	枰柳、麻柳、枰伦树、水麻柳、蜈蚣柳	乔木花卉	植物界 被子植物门 双子叶植物纲 胡桃目 胡桃科 枫杨属	春季	枫杨（Pterocarya stenoptera C. DC），别名：白杨、大叶柳、大叶头杨树等。落叶乔木，高达30米，胸径达1米；幼树树皮平滑，浅灰色，老时则深纵裂；小枝灰色至暗褐色，具灰黄色皮孔；芽具柄，密被锈褐色盾状着生的腺体，叶多为偶数或稀奇数羽状复叶。枫杨喜光，略耐侧荫，幼树耐荫，耐寒能力不强，主要分布于黄河流域以南。枫杨树冠宽广，枝叶茂密，生长迅速，是种常见的庭荫树和防护树种。而且树皮还有祛风止痛，杀虫，敛疮等功效。	枫杨产于中国陕西、河南、山东、安徽、江苏、浙江、江西、福建、台湾、广东、广西、湖南、湖北、四川、贵州、云南，在长江流域和淮河流域最为常见，华北和东北仅有栽培。生于海拔1500米以下的沿溪涧河滩、阴湿山坡地的林中。枫杨朝鲜半岛亦有分布，培育繁殖基地在江苏、浙江、山东、湖南等。	http://pic1.huashichang.com/2015/0903/00/55e7281b7d4f9_140_120.jpg
神锦花	龙须、蓝地柏、绿绒草、地柏叶、翠云草、翠羽草、金鸡独立草、翠翎草	草本花卉	植物界 蕨类植物门 石松纲 卷柏目 卷柏科 卷柏属	不开花	神锦花即翠云草为中型伏地蔓生蕨，主茎伏地蔓生，长约1m，分枝疏生。节处有不定根，叶卵形，二列疏生。多回分叉。营养叶二型，背腹各二列，腹叶长卵形，背叶矩圆形，全缘，向两侧平展。孢子囊穗四棱形，孢子叶卵状三角形，四列呈覆瓦状排列。翠羽草又名金鸡独立草、翠翎草，是多年生草本植物翠云草的全草。主要分布在广西、广东、福建、浙江、安徽等地的阴湿山石间。味淡，性平。具有清热利湿，解毒，消瘀，止血的功能。可口服亦可外用。	翠云草生长于阴湿山石间。分布广西、广东、福建、浙江、安徽及西南各地。翠云草产中国中部、西南和南部各省(区)。多生于海拔40—1000m处的林下阴湿岩石上，山坡或溪谷丛林中。	http://pic1.huashichang.com/2015/0904/00/55e875815a584_140_120.jpg
马蹄金	小金钱草、荷苞草、肉馄饨草、金锁匙、铜钱草、小马蹄金、黄疸草、荷包草	多年生草本花卉	植物界 被子植物门 双子叶植物纲 管状花目 旋花科 马蹄金属	春季	马蹄金马蹄金别名小金钱草、荷苞草、肉馄饨草、金锁匙、铜钱草、小马蹄金、黄疸草，是旋花科、马蹄金属植物。分布于中国长江以南等地（含台湾地区），在贵州、广西、福建、四川、浙江、湖南等地有广泛分布，生长于海拔1300米至1980米的地区，多生在路旁、山坡草地或沟边，已经由人工引种栽培。马蹄金为苗族民问常用的一种治疗肝炎的草药，苗族药名“窝比赊溜”。为多年生匍匐草本植物，4-6月采收。味苦、辛，性微寒，主人肺经和胃经，具有清热解毒，利水，活血的功效，是一味资源丰富的苗族民间药材，有很好的开发和利用价值。草药马蹄金又称小金钱草，主治：清热；利湿；解毒。用于黄疸；痢疾；砂淋；白浊；水肿；疔疮肿毒；跌打损伤；毒蛇咬伤。	马蹄金主要分布在两半球热带亚热带地区。马蹄金在我国长江以南各省及台湾省均有分布，在贵州、广西、福建、四川、浙江、湖南等地有广泛分布。生于海拔1300-1980米，山坡草地，路旁或沟边。广布于两半球热带亚热带地区。	http://pic1.huashichang.com/2015/0904/21/55e9a004a6636_140_120.jpg
鸭跖草	碧竹子、翠蝴蝶、淡竹叶、气死日头、兰花草、鸭跖草、鸭拓草、鸭趾草	一年生草本花卉	植物界 被子植物门 单子叶植物纲 粉状胚乳目 鸭跖草科 鸭跖草属	夏季	鸭跖草为鸭跖草科春季一年生杂草，别名碧竹子、翠蝴蝶、淡竹叶、兰花草、竹叶草、气死日头。喜欢在潮湿的草地生长。鸭跖草叶形为披针形至卵状披针形，叶序为互生，茎为匍匐茎，花朵为聚花序，顶生或腋生，雌雄同株，花瓣上面两瓣为蓝色，下面一瓣为白色，花苞呈佛焰苞状，绿色，雄蕊有6枚。鸭跖草为鸭跖草种植物鸭跖草的全草，生于路旁、田边、河岸、宅旁、山坡及林缘阴湿处。中国大部分地区有分布，分布在云南、甘肃以东的南、北各省区，是北部各省重要的春季一年生杂草，在广东等南方各省则是多年生杂草。西藏地区使用的鸭跖草，为同属植物大苞鸭跖草的全草。有清热，凉血，解毒作用。鸭跖草株高约三十~六十公分，叶长椭圆披针状，基部抱茎，叶上表面暗绿色，下表面暗紫色质地肥厚而略呈革质。凉血、润肺、解郁；治跌打损伤、吐血、瘀血、肺炎、咳嗽等用法。全株可入药、和川芎、瘦肉等炖服，可治外伤瘀血或吐血，也可治咳嗽及跌打肿痛等。本品汁液对某些皮肤过敏者，可能造成刺痛和奇痒，甚至引起小疹子，使用时需多加留意用法和用量。	鸭跖草分布在朝鲜、俄罗斯远东地区、北美、日本、越南以及中国大陆的四川、云南、甘肃以东的南北各省等地，生长于海拔560米至2,300米的地区，常生长在湿地。鸭跖草主要分布于热带，少数种产于亚热带和温带地区。中国产13属49种，多分布于长江以南各省，尤以西南地区为盛。产云南、四川、甘肃以东的南北各省区。越南、朝鲜、日本、俄罗斯远东地区以及北美也有分布，模式标本采自北美。	http://pic1.huashichang.com/2015/0905/13/55ea8438f24d2_140_120.jpg
狼尾蕨	龙爪蕨、兔脚蕨	蕨类植物	植物界 蕨类植物门 双子叶植物纲  骨碎补科 骨碎补属	不开花	狼尾蕨又名龙爪蕨、兔脚蕨，骨碎补科骨碎补属植物。根茎裸露在外，肉质，长约6-12厘米，表面贴伏着褐色鳞片与毛，如同兔脚，花农因此称它为兔脚蕨或狼尾蕨。狼尾蕨其叶形优美，形态潇洒，根状茎和叶都具极高的观赏价值，是非常流行的室内观赏蕨类；也可以作为景观植物配植于假山岩石边。其根状茎还能入药，有祛风除湿，清热凉血的功效。		http://pic1.huashichang.com/2015/0905/22/55eb029b65e26_140_120.jpg
吸毒草	薄菏香脂、蜂香脂、蜜蜂花、柠檬香蜂草、皱叶薄荷、柠檬香草	多年生草本花卉	植物界 被子植物门 双子叶植物纲 唇形目 唇形科 薄荷属	夏季	吸毒草的学名：柠檬香蜂草或者皱叶薄荷 别名：蜂香脂、蜜蜂花；拉丁名：Melissa Officinalis 英文名：Lemon balm 产 地： 原产于地中海沿岸，在欧洲、中亚、北美、亚洲均可找到，主要产地在法国 。吸毒草，唇形科多年生宿根草本，耐寒耐阴耐干旱，也耐修剪。冬季能耐低于0°C的低温，夏季30°C以上的高温生长受限，最适宜的生长温度在10-20°C之间。株高50厘米左右，茎叶具有雕牌肥皂香味，轮伞型花序，唇形淡粉紫色花，花期7-8月。香蜂草繁殖容易，可以播种，扦插和分株繁殖。	吸毒草原产于欧洲地中海南岸，在欧洲、中亚、北美、亚洲均可找到，主要产地在法国。	http://pic1.huashichang.com/2015/0908/22/55eeea622ca89_140_120.jpg
花座球		仙人掌	植物界 被子植物门 双子叶植物纲/木兰纲 石竹目/中央胎座目 仙人掌科 花座球属		花座球属仙人掌植物(Melocactus),原产于中南美洲的加勒比海地区沿岸，开花形式比较特别，即到了成熟阶段都会在球体顶部长出一丛绒毛状的冠，即花座，随着球龄的增长，花座会渐渐增高，同时红艳的花座上层出不穷地长出棍棒状的果实，酷似小红辣。	花座球原产美洲热带地区。	http://pic1.huashichang.com/2015/0909/21/55f03776ef2f9_140_120.jpg
奇仙玉	贵仙玉	多肉多浆植物	植物界 被子植物门 双子叶植物纲  仙人掌科 白仙玉属	夏季	奇仙玉随着年龄增长，可以长到高15厘米，直径10厘米。常见的花色有橙色，红色，白色(白色的可能是另外一个品种)，奇仙玉不耐寒，冬季需要保持10度左右。每年最好换一次新鲜的土壤，并不是要换更大的盆。不可暴晒。繁殖：奇仙玉很难长侧芽，适合播种繁殖，播种温度要30℃以上。奇仙玉这个物种比较奇怪的就是，生长在低海拔的小时候会有刺，长大后会掉完，生长在高海拔地区的刺则不会有这种情况。	奇仙玉产于秘鲁。	http://pic1.huashichang.com/2015/0910/23/55f1a87abfe36_140_120.jpg
短柄忍冬	贵州忍冬、大叶忍冬藤、贵洲忍冬、小金银花、心基忍冬、鸡骨头树、狗爪花	藤本花卉	植物界 被子植物门 双子叶植物纲 川续断目 忍冬科 忍冬属		【别名】 鸡骨头树【来源】 忍冬科短柄忍冬Lonicera maackii （Rupr.） Maxim. f. podocarpa Franch. ex Rehd.，以根入药。【生境分布】 湖北。【功能主治】 杀菌截疟。	安徽南部（黄山、青阳）、浙江、江西西北部和东北部、福建北部、湖北西南部、湖南、广东北部、广西东北部和东南部（陆川） 、四川东南部、贵州东部至北部及云南南部（建水）	http://pic1.huashichang.com/2015/0911/23/55f2f8f95e62f_140_120.jpg
红梅殿		仙人掌	植物界 被子植物门 双子叶植物纲  仙人掌科 裸玉属		红梅殿（Gymnocactus horripilus(Lem.)Backeb），球形，表皮蓝绿色。棱全部分割成疣突。针状刺白色，尖端褐色。花顶部开，深玫瑰红色。	红梅殿原产地墨西哥。	http://pic1.huashichang.com/2015/0911/23/55f2f9eb3400e_140_120.jpg
黄芪	棉芪、黄耆、独椹、蜀脂、百本、百药棉、黄参、血参、人衔	草本花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 豆科 黄芪属	夏季	黄芪，又名绵芪。主产于内蒙古、山西、甘肃、黑龙江等地。黄芪性甘温，归肺经，有补气升阳、益卫固表之功能。经常用黄芪配伍琼珍灵芝煎汤或泡水代茶饮，具有良好的防病保健作用。现代医学研究表明，黄芪有增强机体免疫功能、保肝、利尿、抗衰老、抗应激、降压和较广泛的抗菌作用。黄芪不仅能扩张冠状动脉，改善心肌供血，提高免疫功能，而且能够延缓细胞衰老的进程。黄芪食用方便，可煎汤，煎膏，浸酒，入菜肴等。	黄芪原产中国东北、华北及西北。生于林缘、灌丛或疏林下，亦见于山坡草地或草甸中，中国各地多有栽培，为常用中药材之一。原苏联亦有分布。	http://pic1.huashichang.com/2015/0912/23/55f441f044403_140_120.jpg
当归	干归、秦哪、西当归、岷当归、金当归、当归身、涵归尾、当归曲、土当归	多年生草本花卉	植物界 被子植物门  双子叶植物纲  伞形目  伞形科  当归属	夏季	当归，（学名：Angelica sinensis，）多年生草本，高0.4-1米。花期6-7月，果期7-9月。中国1957年从欧洲引种欧当归。主产甘肃东南部，以岷县产量多，质量好，其次为云南、四川、陕西、湖北等省，均为栽培。国内有些省区也已引种栽培。其根可入药，是最常用的中药之一。具有补血和血，调经止痛，润燥滑肠、抗癌、抗老防老、免疫之功效。	国内分布主产甘肃东南部，以岷县产量多，质量好，其次为云南、四川、陕西、湖北等省，均为栽培。国内有些省区也已引种栽培。当归的模式标本采自四川巫山。国外分布当归原产亚洲西部，欧洲及北美各国多有栽培。	http://pic1.huashichang.com/2015/0913/22/55f58ccbea8c9_140_120.jpg
喇叭花	牵牛、白丑、白牵牛、草金铃、常春藤牵牛、常春藤叶牵牛、朝颜、丑牛、丑牛子、打碗子花、大花牵牛、大牵牛花、二丑、狗耳草、黑白丑、黑丑、黑牵牛、江粮子、筋角拉子、喇叭花、喇叭花子、裂叶牵牛、爬山虎、牵牛花、牵牛郎、牵牛子、喇叭型	藤本花卉	植物界 被子植物门 木兰纲 茄目 旋花科 牵牛属	夏季秋季	喇叭花，又名牵牛花。牵牛花跨进传统名花行列，也有千余年的历史了，不但名见花谱、花志、名著，而且历代有许多的诗文吟咏。牵牛花别名喇叭花、牵牛、朝颜花。为旋花科牵牛属一年生蔓性缠绕草本花卉。蔓生茎细长，约3～4米，全株多密被短刚毛。叶互生，全缘或具叶裂。聚伞花序腋生，1朵至数朵。花冠喇叭样。花色鲜艳美丽。蒴果球形，成熟后胞背开裂，种子粒大，黑色或黄白色，寿命很长。花期6～10月，大都朝开午谢。	喇叭花原产美洲；各地常见栽培，时常逸为野生。	http://pic1.huashichang.com/2015/0914/00/55f59f3d58b32_140_120.jpg
